SMILES,measurement_type,measurement_value,Kinase_name
CN(C)C(=O)c1ccc2c(c1)C(=Cc1ccc[nH]1)C(=O)N2,pIC50,6.68,JAK3
CN(C)C(=S)SSC(=S)N(C)C,pIC50,6.65,JAK2
CN(C)C1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)c(F)c3)n2)C(C#N)C1,pIC50,7.24,JAK2
CN(C)C1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)c(F)c3)n2)C(C#N)C1,pIC50,8.7,JAK1
CN(C)C1CCC(n2cc(C(N)=O)c(Nc3ccc(C(F)(F)F)cc3)n2)C(C#N)C1,pIC50,7.85,JAK2
CN(C)C1CCC(n2cc(C(N)=O)c(Nc3ccc(C(F)(F)F)cc3)n2)C(C#N)C1,pIC50,9.52,JAK1
CN(C)C1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)C(C#N)C1,pIC50,7.64,JAK2
CN(C)C1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)C(C#N)C1,pIC50,9.26,JAK1
CN(C)C1CCC(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C(C#N)C1,pIC50,7.57,JAK2
CN(C)C1CCC(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C(C#N)C1,pIC50,9,JAK1
CN(C)C1CCC(n2cc(C(N)=O)c(Nc3ccc(OC(F)(F)F)cc3)n2)C(C#N)C1,pIC50,7.74,JAK2
CN(C)C1CCC(n2cc(C(N)=O)c(Nc3ccc(OC(F)(F)F)cc3)n2)C(C#N)C1,pIC50,9.12,JAK1
CN(C)C1CCC(n2cc(C(N)=O)c(Nc3ccc(OC(F)F)cc3)n2)C(C#N)C1,pIC50,7.89,JAK2
CN(C)C1CCC(n2cc(C(N)=O)c(Nc3ccc(OC(F)F)cc3)n2)C(C#N)C1,pIC50,9.4,JAK1
CN(C)C1CCC(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)C(C#N)C1,pIC50,8.3,JAK2
CN(C)C1CCC(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)C(C#N)C1,pIC50,9.7,JAK1
CN(C)C1CCC(n2cc(C(N)=O)c(Nc3ccc(C(F)(F)F)nc3)n2)C(C#N)C1,pIC50,6.84,JAK2
CN(C)C1CCC(n2cc(C(N)=O)c(Nc3ccc(C(F)(F)F)nc3)n2)C(C#N)C1,pIC50,8.1,JAK1
CN(C)C1CCC(n2cc(C(N)=O)c(Nc3ccc(OC(F)F)nc3)n2)C(C#N)C1,pIC50,7,JAK2
CN(C)C1CCC(n2cc(C(N)=O)c(Nc3ccc(OC(F)F)nc3)n2)C(C#N)C1,pIC50,8.15,JAK1
CN(C)C1CCC(n2cc(C(N)=O)c(Nc3ccccc3)n2)C(C#N)C1,pIC50,7.49,JAK2
CN(C)C1CCC(n2cc(C(N)=O)c(Nc3ccccc3)n2)C(C#N)C1,pIC50,9.19,JAK1
CN(C)C1CCC(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)C(C#N)C1,pIC50,6.96,JAK2
CN(C)C1CCC(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)C(C#N)C1,pIC50,8.52,JAK1
CN(C)C1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,6.68,JAK2
CN(C)C1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,7.64,JAK1
CN(C)C1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,6.1,TYK2
CN(C)C1CCCN(c2ccc(C(F)(F)F)cc2NC(=O)c2cc(C#Cc3cnc(N)nc3)ccc2F)C1,pIC50,6.26,JAK2
CN(C)C1CCN(C(=O)C2(O)Cn3c4ccccc4c4c5c(c6c7ccccc7n(c6c43)CC2O)C(=O)NC5=O)C1,pIC50,7.82,JAK1
CN(C)C1CCN(C(=O)C2(O)Cn3c4ccccc4c4c5c(c6c7ccccc7n(c6c43)CC2O)C(=O)NC5=O)C1,pIC50,7.82,JAK3
CN(C)C1CCN(C(=O)Cn2cc(NC(=O)c3c(N)nn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)C1,pKi,9.6,JAK2
CN(C)C1CCN(C(=O)Cn2cc(NC(=O)c3c(N)nn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)C1,pKi,9.19,JAK1
CN(C)C1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)C1,pKi,9.16,JAK2
CN(C)C1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)C1,pKi,9.27,JAK1
CN(C)C1CCN(C(=O)c2ccc3[nH]c4c(C(N)=O)cc(-c5ccc(Cl)c(Cl)c5)cc4c3c2)C1,pIC50,8.51,JAK2
CN(C)C1CCN(C(=O)c2ccc3[nH]c4c(C(N)=O)cc(-c5ccc(Cl)c(Cl)c5)cc4c3c2)C1,pIC50,7.39,JAK1
CN(C)C1CCN(C(=O)c2ccc3[nH]c4c(C(N)=O)cc(-c5ccc(Cl)c(Cl)c5)cc4c3c2)C1,pIC50,7.35,TYK2
CN(C)C1CCN(C(=O)c2ccc3[nH]c4c(C(N)=O)cc(-c5ccc(Cl)c(Cl)c5)cc4c3c2)C1,pIC50,7.23,JAK3
COc1cccc(-c2cc(C(N)=O)c3[nH]c4cc(C(=O)N5CCC(N(C)C)C5)ccc4c3c2)c1,pIC50,8.46,JAK2
COc1cccc(-c2cc(C(N)=O)c3[nH]c4cc(C(=O)N5CCC(N(C)C)C5)ccc4c3c2)c1,pIC50,6.8,JAK1
COc1cccc(-c2cc(C(N)=O)c3[nH]c4cc(C(=O)N5CCC(N(C)C)C5)ccc4c3c2)c1,pIC50,6.61,TYK2
COc1cccc(-c2cc(C(N)=O)c3[nH]c4cc(C(=O)N5CCC(N(C)C)C5)ccc4c3c2)c1,pIC50,6.65,JAK3
CN(C)C1CCN(CC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)C1,pIC50,6.89,JAK2
CN(C)C1CCN(CC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)C1,pIC50,7.68,JAK1
CN(C)C1CCN(CC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)C1,pIC50,6.31,TYK2
CN(C)C1CCN(c2ncc(-c3cnc4[nH]ccc4n3)c(NC3CCCN(S(C)(=O)=O)C3)n2)C1,pIC50,10.15,JAK2
CN(C)C1CCN(c2ncc(-c3cnc4[nH]ccc4n3)c(NC3CCCN(S(C)(=O)=O)C3)n2)C1,pKi,10.97,JAK1
CN(C)C1CCN(c2ncc(-c3cnc4[nH]ccc4n3)c(NC3CCCN(S(C)(=O)=O)C3)n2)C1,pIC50,10.67,JAK3
CN(C)C1CCN(c2ncc(-c3cnc4[nH]ccc4n3)c(NC3CCCN(S(C)(=O)=O)C3)n2)C1,pKi,10.97,JAK3
CN(C)C1CCN(C(=O)C2CCN(c3nc(-c4cc(Cl)ccc4OC(F)F)c(NC(=O)c4cnn5cccnc45)s3)CC2)CC1,pKi,9.07,JAK2
CN(C)C1CCN(C(=O)C2CCN(c3nc(-c4cc(Cl)ccc4OC(F)F)c(NC(=O)c4cnn5cccnc45)s3)CC2)CC1,pKi,9.05,JAK1
CN(C)C1CCN(C(=O)Cn2cc(NC(=O)c3c(N)nn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.44,JAK2
CN(C)C1CCN(C(=O)Cn2cc(NC(=O)c3c(N)nn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.11,JAK1
CN(C)C1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,8.73,JAK2
CN(C)C1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.05,JAK1
CN(C)C1CCN(C(=O)c2ccc(-c3nc(-c4cc(Cl)ccc4OC(F)F)c(NC(=O)c4cnn5cccnc45)s3)cc2)CC1,pKi,9.39,JAK2
CN(C)C1CCN(C(=O)c2ccc(-c3nc(-c4cc(Cl)ccc4OC(F)F)c(NC(=O)c4cnn5cccnc45)s3)cc2)CC1,pKi,9.25,JAK1
CN(C)C1CCN(C(=O)c2ccc(-n3cc(NC(=O)c4cnn5cccnc45)c(-c4cc(Cl)ccc4OC(F)F)n3)cc2)CC1,pKi,8.95,JAK2
CN(C)C1CCN(C(=O)c2ccc(-n3cc(NC(=O)c4cnn5cccnc45)c(-c4cc(Cl)ccc4OC(F)F)n3)cc2)CC1,pKi,9.22,JAK1
CN(C)C1CCN(C(=O)c2nc(-c3cc(Cl)ccc3OC(F)F)c(NC(=O)c3cnn4cccnc34)s2)CC1,pKi,8.37,JAK2
CN(C)C1CCN(C(=O)c2nc(-c3cc(Cl)ccc3OC(F)F)c(NC(=O)c3cnn4cccnc34)s2)CC1,pKi,8.44,JAK1
CN(C)C1CCN(Cc2nc(-c3cc(Cl)ccc3OC(F)F)c(NC(=O)c3cnn4cccnc34)s2)CC1,pKi,8.58,JAK2
CN(C)C1CCN(Cc2nc(-c3cc(Cl)ccc3OC(F)F)c(NC(=O)c3cnn4cccnc34)s2)CC1,pKi,8.11,JAK1
CN(C)C1CCN(c2nc(-c3cc(Cl)ccc3OC(F)F)c(NC(=O)c3cnn4cccnc34)s2)CC1,pKi,9.08,JAK2
CN(C)C1CCN(c2nc(-c3cc(Cl)ccc3OC(F)F)c(NC(=O)c3cnn4cccnc34)s2)CC1,pKi,8.9,JAK1
CN(C)C1CCN(c2ncc(-c3cnc4[nH]ccc4n3)c(NC3CCCN(S(C)(=O)=O)C3)n2)CC1,pIC50,9.86,JAK2
CN(C)C1CCN(c2ncc(-c3cnc4[nH]ccc4n3)c(NC3CCCN(S(C)(=O)=O)C3)n2)CC1,pKi,10.89,JAK1
CN(C)C1CCN(c2ncc(-c3cnc4[nH]ccc4n3)c(NC3CCCN(S(C)(=O)=O)C3)n2)CC1,pIC50,10.59,JAK3
CN(C)C1CCN(c2ncc(-c3cnc4[nH]ccc4n3)c(NC3CCCN(S(C)(=O)=O)C3)n2)CC1,pKi,10.89,JAK3
CN(C)C1CN(C(=O)Cn2cc(NC(=O)c3c(N)nn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)C1,pKi,9.59,JAK2
CN(C)C1CN(C(=O)Cn2cc(NC(=O)c3c(N)nn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)C1,pKi,9.28,JAK1
CN(C)C1CN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)C1,pKi,9.08,JAK2
CN(C)C1CN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)C1,pKi,9.18,JAK1
CN(C)C1CN(CC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)C1,pIC50,6.14,JAK2
CN(C)C1CN(CC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)C1,pIC50,7.11,JAK1
CN(C)CC#Cc1nc(-c2cc(Cl)ccc2OC(F)F)c(NC(=O)c2cnn3cccnc23)s1,pKi,9.55,JAK2
CN(C)CC#Cc1nc(-c2cc(Cl)ccc2OC(F)F)c(NC(=O)c2cnn3cccnc23)s1,pKi,9.11,JAK1
CN(C)CC(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(-c2cc(Cl)ccc2OC(F)F)n1,pKi,9.37,JAK2
CN(C)CC(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(-c2cc(Cl)ccc2OC(F)F)n1,pKi,8.77,JAK1
CN(C)CC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)CC1,pIC50,6.5,JAK2
CN(C)CC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)CC1,pIC50,7.89,JAK1
CN(C)CC(=O)NC1CCC(Nc2nc(Cl)cc(-c3c[nH]c4ncccc34)n2)CC1,pKi,7,JAK3
CN(C)CC(O)COc1ccc(Nc2nccc(Nc3cc(Cl)ccc3Cl)n2)cc1,pKi,6.9,JAK2
CN(C)CC(O)Cn1cc(NC(=O)c2cnn3cccnc23)c(-c2cc(Cl)ccc2OC(F)F)n1,pKi,9.21,JAK2
CN(C)CC(O)Cn1cc(NC(=O)c2cnn3cccnc23)c(-c2cc(Cl)ccc2OC(F)F)n1,pKi,8.77,JAK1
CN(C)CC1(O)CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,8.62,JAK2
CN(C)CC1(O)CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.01,JAK1
CN(C)CC1(c2ccccc2)CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.06,JAK2
CN(C)CC1(c2ccccc2)CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.37,JAK1
CN(C)CC1CCC(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C(C#N)C1,pIC50,6.45,JAK2
CN(C)CC1CCC(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C(C#N)C1,pIC50,7.96,JAK1
CN(C)CC1CCC(N2CNC(=O)c3cnc4[nH]ccc4c32)CC1,pIC50,7.16,JAK2
CN(C)CC1CCC(N2CNC(=O)c3cnc4[nH]ccc4c32)CC1,pIC50,7.96,JAK1
CN(C)CC1CCC(N2CNC(=O)c3cnc4[nH]ccc4c32)CC1,pIC50,6.7,TYK2
CN(C)CC1CCC(N2CNC(=O)c3cnc4[nH]ccc4c32)CC1,pIC50,6.31,JAK3
CN(C)CC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,7.19,JAK2
CN(C)CC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,8.42,JAK1
CN(C)CC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,6.72,TYK2
CN(C)CC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,6.14,JAK3
CN(C)CC1CCCN(C(=O)Cn2cc(NC(=O)c3c(N)nn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)C1,pKi,9.28,JAK2
CN(C)CC1CCCN(C(=O)Cn2cc(NC(=O)c3c(N)nn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)C1,pKi,8.93,JAK1
CN(C)CC1CCCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)C1,pKi,8.39,JAK2
CN(C)CC1CCCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)C1,pKi,8.97,JAK1
CN(C)CC1CCCN1C(=O)Cn1cc(NC(=O)c2c(N)nn3cccnc23)c(-c2cc(Cl)ccc2OC(F)F)n1,pKi,8.86,JAK2
CN(C)CC1CCCN1C(=O)Cn1cc(NC(=O)c2c(N)nn3cccnc23)c(-c2cc(Cl)ccc2OC(F)F)n1,pKi,8.68,JAK1
CN(C)CC1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,8.62,JAK2
CN(C)CC1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.17,JAK1
CN(C)CC1CCN(c2nc(-c3cc(Cl)ccc3OC(F)F)c(NC(=O)c3cnn4cccnc34)s2)CC1,pKi,8.69,JAK2
CN(C)CC1CCN(c2nc(-c3cc(Cl)ccc3OC(F)F)c(NC(=O)c3cnn4cccnc34)s2)CC1,pKi,8.57,JAK1
CN(C)CCC(=O)c1ccc2ccccc2c1,pIC50,6.2,JAK1
CN(C)CCC(=O)c1ccc2ccccc2c1,pIC50,6.2,JAK3
CN(C)CCC1CCN(c2nc(-c3cc(Cl)ccc3OC(F)F)c(NC(=O)c3cnn4cccnc34)s2)CC1,pKi,8.53,JAK2
CN(C)CCC1CCN(c2nc(-c3cc(Cl)ccc3OC(F)F)c(NC(=O)c3cnn4cccnc34)s2)CC1,pKi,8.53,JAK1
CN(C)CCCNC(=O)C=Cc1ccc2c(c1)c1c3c(c4c5ccccc5n5c4c1n2CC(CO)C5)CNC3=O,pIC50,6.63,JAK1
CN(C)CCCNC(=O)C=Cc1ccc2c(c1)c1c3c(c4c5ccccc5n5c4c1n2CC(CO)C5)CNC3=O,pIC50,6.63,JAK3
CN(C)CCN(C)c1ccc2cc1COCC=CCOCc1cccc(c1)-c1ccnc(n1)N2,pIC50,7.15,JAK2
CN(C)CCN(C)c1ccc2cc1COCC=CCOCc1cccc(c1)-c1ccnc(n1)N2,pIC50,7.15,TYK2
CN(C)CCN1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,8.63,JAK2
CN(C)CCN1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.07,JAK1
CN(C)CCNc1ncc(-c2cnc3[nH]ccc3n2)c(NC2CCCN(S(C)(=O)=O)C2)n1,pIC50,9.72,JAK2
CN(C)CCNc1ncc(-c2cnc3[nH]ccc3n2)c(NC2CCCN(S(C)(=O)=O)C2)n1,pKi,10.79,JAK1
CN(C)CCNc1ncc(-c2cnc3[nH]ccc3n2)c(NC2CCCN(S(C)(=O)=O)C2)n1,pIC50,10.49,JAK3
CN(C)CCNc1ncc(-c2cnc3[nH]ccc3n2)c(NC2CCCN(S(C)(=O)=O)C2)n1,pKi,10.79,JAK3
CN(C)CCOC(=O)C1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,8.94,JAK2
CN(C)CCOC(=O)C1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.44,JAK1
CN(C)CCOC(=O)N1CCC(C#N)C(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C1,pIC50,6.45,JAK2
CN(C)CCOC(=O)N1CCC(C#N)C(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C1,pIC50,8.05,JAK1
CN(C)CCOC1CCN(C(=O)Cn2cc(NC(=O)c3c(N)nn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.14,JAK2
CN(C)CCOC1CCN(C(=O)Cn2cc(NC(=O)c3c(N)nn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.28,JAK1
CN(C)CCOC1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,8.77,JAK2
CN(C)CCOC1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.15,JAK1
CN(C)CCOc1ccc(C=Cc2cc(-c3cc4c(=O)[nH]cnc4[nH]3)ccn2)cc1,pIC50,6,JAK3
CN(C)Cc1ccc(-c2nc(-c3cc(Cl)ccc3OC(F)F)c(NC(=O)c3cnn4cccnc34)s2)cc1,pKi,9.4,JAK2
CN(C)Cc1ccc(-c2nc(-c3cc(Cl)ccc3OC(F)F)c(NC(=O)c3cnn4cccnc34)s2)cc1,pKi,9.25,JAK1
CN(C)Cc1ccc2c(c1)c1c3c(c4c5ccccc5n5c4c1n2CC(CO)C5)C(=O)NC3,pIC50,6.6,JAK1
CN(C)Cc1ccc2c(c1)c1c3c(c4c5ccccc5n5c4c1n2CC(CO)C5)C(=O)NC3,pIC50,6.6,JAK3
CN(C)S(=O)(=O)CC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,8.08,JAK2
CN(C)S(=O)(=O)CC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,8.37,JAK1
CN(C)S(=O)(=O)CC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,6.77,TYK2
CN(C)S(=O)(=O)CC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,6.48,JAK3
CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCCC(CS(=O)(=O)N(C)C)C2)CC1,pIC50,7.29,JAK2
CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCCC(CS(=O)(=O)N(C)C)C2)CC1,pIC50,8.11,JAK1
CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCCC(CS(=O)(=O)N(C)C)C2)CC1,pIC50,8.11,JAK3
CN(C)S(=O)(=O)CCNC1CCC(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)C(C#N)C1,pIC50,7.89,JAK2
CN(C)S(=O)(=O)CCNC1CCC(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)C(C#N)C1,pIC50,9,JAK1
CN(C)S(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,pIC50,9.95,JAK2
CN(C)S(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,pKi,10.62,JAK1
CN(C)S(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,pIC50,10.32,JAK3
CN(C)S(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,pKi,10.62,JAK3
CN(C)S(=O)(=O)c1ccc(Nc2nn(C(CC#N)C3CC3)cc2C(N)=O)cc1,pIC50,8.52,JAK2
CN(C)S(=O)(=O)c1ccc(Nc2nn(C(CC#N)C3CC3)cc2C(N)=O)cc1,pIC50,9,JAK1
CN(C)S(=O)(=O)c1ccc2c(c1)CCN2CC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,7.01,JAK2
CN(C)S(=O)(=O)c1ccc2c(c1)CCN2CC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,7.66,JAK1
CN(C)S(=O)(=O)c1ccc2c(c1)CCN2CC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,6.21,TYK2
CN(C)c1ccc(C(F)(F)F)c(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c1,pIC50,6.37,JAK1
CN(C)c1ccc(C(F)(F)F)c(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c1,pIC50,6.37,JAK3
CN(C)c1ccc(C(=O)N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccccc4)n3)CC2)cc1,pIC50,6.64,JAK2
CN(C)c1ccc(C(=O)N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccccc4)n3)CC2)cc1,pIC50,7.85,JAK1
CN(C)c1ccc(C(=O)Nc2n[nH]c3ccc(-c4cn(Cc5ccccc5)nn4)cc23)cc1,pKi,6.3,JAK3
CN(C)c1ccc(C=C2C(=O)Nc3ccc(C(=O)c4cccs4)cc32)cc1,pIC50,6.7,JAK1
CN(C)c1ccc(C=C2C(=O)Nc3ccc(C(=O)c4cccs4)cc32)cc1,pIC50,6.7,JAK3
CN(C)c1ccc(Nc2nc(N)n(C(=O)c3c(F)cccc3F)n2)cc1,pIC50,7.15,JAK2
CN(C)c1ccc(Nc2nc(N)n(C(=O)c3c(F)cccc3F)n2)cc1,pIC50,7.1,JAK1
CN(C)c1ccc(Nc2nc(N)n(C(=O)c3c(F)cccc3F)n2)cc1,pIC50,7.15,TYK2
CN(C)c1ccc(Nc2nc(N)n(C(=O)c3c(F)cccc3F)n2)cc1,pIC50,6.07,JAK3
CN(C)c1cccc(Nc2nc(N)n(C(=O)c3c(F)cccc3F)n2)c1,pIC50,7.15,JAK2
CN(C)c1cccc(Nc2nc(N)n(C(=O)c3c(F)cccc3F)n2)c1,pIC50,7.41,JAK1
CN(C)c1cccc(Nc2nc(N)n(C(=O)c3c(F)cccc3F)n2)c1,pIC50,7.15,TYK2
CN(C)C(=O)CN1CCC(c2ccc(Nc3nc4c(-c5cccc(N(C)C)c5)cccn4n3)cc2)CC1,pIC50,8.3,JAK2
CN(C)C(=O)CN1CCC(c2ccc(Nc3nc4c(-c5cccc(N(C)C)c5)cccn4n3)cc2)CC1,pIC50,7.05,JAK1
CN(C)C(=O)CN1CCC(c2ccc(Nc3nc4c(-c5cccc(N(C)C)c5)cccn4n3)cc2)CC1,pIC50,7.05,JAK3
CN(C)c1cccc(-c2cccn3nc(Nc4ccc(C5CCNCC5)cc4)nc23)c1,pIC50,8.41,JAK2
CN(C)c1cccc(-c2cccn3nc(Nc4ccc(C5CCNCC5)cc4)nc23)c1,pIC50,7.09,JAK1
CN(C)c1cccc(-c2cccn3nc(Nc4ccc(C5CCNCC5)cc4)nc23)c1,pIC50,7.09,JAK3
CN(C)c1ncc(-c2cnc3[nH]cc(C#N)c3n2)c(NC2CCCN(S(C)(=O)=O)C2)n1,pIC50,9.41,JAK2
CN(C)c1ncc(-c2cnc3[nH]cc(C#N)c3n2)c(NC2CCCN(S(C)(=O)=O)C2)n1,pKi,9.65,JAK1
CN(C)c1ncc(-c2cnc3[nH]cc(C#N)c3n2)c(NC2CCCN(S(C)(=O)=O)C2)n1,pIC50,9.41,JAK3
CN(C)c1ncc(-c2cnc3[nH]cc(C#N)c3n2)c(NC2CCCN(S(C)(=O)=O)C2)n1,pKi,9.65,JAK3
CN(C)c1ncc(-c2cnc3[nH]ccc3n2)c(NC2CCCN(S(C)(=O)=O)C2)n1,pIC50,9.86,JAK2
CN(C)c1ncc(-c2cnc3[nH]ccc3n2)c(NC2CCCN(S(C)(=O)=O)C2)n1,pKi,10.55,JAK1
CN(C)c1ncc(-c2cnc3[nH]ccc3n2)c(NC2CCCN(S(C)(=O)=O)C2)n1,pIC50,10.25,JAK3
CN(C)c1ncc(-c2cnc3[nH]ccc3n2)c(NC2CCCN(S(C)(=O)=O)C2)n1,pKi,10.55,JAK3
CN(C1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)C(C#N)C1)S(C)(=O)=O,pIC50,8.22,JAK2
CN(C1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)C(C#N)C1)S(C)(=O)=O,pIC50,9,JAK1
CN(C1CCC(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)C(C#N)C1)C(C1CC1)C1CC1,pIC50,8.7,JAK2
CN(C1CCC(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)C(C#N)C1)C(C1CC1)C1CC1,pIC50,9.82,JAK1
[C-]#[N+]C1CC(N(C)C2COC2)CCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,pIC50,6.97,JAK2
[C-]#[N+]C1CC(N(C)C2COC2)CCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,pIC50,8.05,JAK1
CN(C1CCC1)C1CCC(n2cc(C(N)=O)c(Nc3ccc(C(F)(F)F)cc3)n2)C(C#N)C1,pIC50,6.62,JAK2
